cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15428,0.700257440918096,37.19587373150163,0,0,0,0,2,15426,0
1,1932439,0.02864638059768918,0.010775770746643234,1738504,20639,18779,131673,19595,3249,0
2,184,0.00349717228738359,125.34719356036419,0,0,0,0,0,0,184
