K,beta,tune_expert_balanced_nll
2,0.0,1.429748
2,0.5,2.747415
2,1.0,5.324229
4,0.0,1.031184
4,0.5,2.400498
4,1.0,5.260232
8,0.0,0.9657
8,0.5,2.548976
8,1.0,5.6224
