round,expert,coverage,regime_tune_rows,marginal,action
0,3,0.7168,0,,dropped(min-support)
0,4,0.0758,6,,dropped(min-support)
0,5,0.0538,15,,dropped(min-support)
0,8,0.7162,0,,dropped(min-support)
0,1,0.7887,81834,0.0043,kept(prune off)
0,2,0.6283,2412,6.3534,kept(prune off)
0,6,0.0852,85,3.5471,kept(prune off)
0,7,0.7201,289,0.1266,kept(prune off)
