a,b,agreement
global,e1,0.9983
global,e2,0.6047
global,e3,0.6641
global,e4,0.6719
e1,e2,0.6058
e1,e3,0.6655
e1,e4,0.6733
e2,e3,0.9326
e2,e4,0.9313
e3,e4,0.982
