expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,1922023,12761,186000,143439,0,1551,22721,16737,1552,0
2,15882,12761,15882,0,0,0,0,0,15882,0
3,145,12761,145,0,0,0,0,0,0,145
4,20626,12761,20626,0,20626,0,0,0,0,0
