K,beta,tune_expert_balanced_nll
2,0.0,1.227024
2,0.5,2.332819
2,1.0,4.703808
4,0.0,1.142286
4,0.5,2.585714
4,1.0,5.518534
8,0.0,1.003479
8,0.5,2.64819
8,1.0,6.131914
