class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,70530,70530,0,3499928,3499928
bot,28,28,0,41388,41388
brute_force,0,0,0,37676,37676
ddos,10,10,0,222870,222870
dos,77399,77399,0,59977,59977
infiltration,930,930,0,10001,10001
web_attacks,2152,2152,0,225,225
