expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9376,2209,10409,0.7441,0.8683
2,202121,normgain,0.9193,9000,7309,0.7669,0.6653
3,202121,normgain,0.9145,8857,8424,0.6842,0.5991
4,202121,normgain,0.922,8667,7097,0.7859,0.6166
