class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3499928,0,0,2998,0
bot,41542,41388,0,0,154,0
brute_force,115040,37676,0,0,77364,0
ddos,264872,222870,0,0,42002,0
dos,60594,59977,0,0,617,0
infiltration,37631,10001,0,0,27630,0
web_attacks,509,225,0,0,284,0
