cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,1983988,0.3663071218941977,0.20801505803329393,1741406,20642,57189,131673,30121,2823,134
1,16012,0.6336928781058023,68.43535851812976,0,9,0,0,1,15884,118
