K,beta,tune_expert_balanced_nll
2,0.0,1.170988
2,0.5,2.362088
2,1.0,5.028096
4,0.0,1.019654
4,0.5,2.484813
4,1.0,5.886806
8,0.0,1.03877
8,0.5,2.798938
8,1.0,6.593887
