class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,103920,103920,0,3496564,3496564
bot,4,4,0,41415,41415
brute_force,21110,21110,0,115020,115020
ddos,8,8,0,191523,191523
dos,0,0,0,36762,36762
infiltration,4391,4391,0,10082,10082
web_attacks,2079,2079,0,236,236
