expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9409,1827,10110,0.7009,0.6479
2,202121,normgain,0.9473,519,10123,0.7346,0.6236
