tau_pre,tau_post,delta_macro_f1,delta_tail_f1,delta_benign_fpr,accepted,changed,helpful,harmful,proposal_rate,harmful_fraction,feasible,reason
-inf,0.0,0.013815266617851707,-0.16709515514845097,0.021523178807946852,121213,7660,6804,39,1.0,0.005699254712845244,False,"benign_fpr,tail_f1,protected_class_f1"
-inf,7.557536036983947e-07,0.013815266617851707,-0.16709515514845097,0.021523178807946852,111103,7660,6804,39,1.0,0.005699254712845244,False,"benign_fpr,tail_f1,protected_class_f1"
-inf,1.2287487152207177e-06,0.013815266617851707,-0.16709515514845097,0.021523178807946852,92663,7660,6804,39,1.0,0.005699254712845244,False,"benign_fpr,tail_f1,protected_class_f1"
-inf,2.233321538369637e-06,0.013815266617851707,-0.16709515514845097,0.021523178807946852,61774,7660,6804,39,1.0,0.005699254712845244,False,"benign_fpr,tail_f1,protected_class_f1"
-inf,1.737383718136698e-05,0.013833362871405464,-0.1670038335987991,0.021523178807946852,30888,7659,6804,39,1.0,0.005699254712845244,False,"benign_fpr,tail_f1,protected_class_f1"
-inf,0.0001755990961100906,0.013949061318891842,-0.16641038735088476,0.021523178807946852,12354,7648,6802,39,1.0,0.005700920917994445,False,"benign_fpr,tail_f1,protected_class_f1"
-inf,0.7271119654178619,0.08008401920132424,0.00021425057221080568,0.0,6178,6164,5995,4,1.0,0.0006667777962993832,False,protected_class_f1
-inf,0.999933123588562,0.030110998228161323,0.0,0.0,1232,1232,1232,0,1.0,0.0,True,
0.0,0.0,0.013815266617851707,-0.16709515514845097,0.021523178807946852,121213,7660,6804,39,1.0,0.005699254712845244,False,"benign_fpr,tail_f1,protected_class_f1"
0.0,7.557536036983947e-07,0.013815266617851707,-0.16709515514845097,0.021523178807946852,111103,7660,6804,39,1.0,0.005699254712845244,False,"benign_fpr,tail_f1,protected_class_f1"
0.0,1.2287487152207177e-06,0.013815266617851707,-0.16709515514845097,0.021523178807946852,92663,7660,6804,39,1.0,0.005699254712845244,False,"benign_fpr,tail_f1,protected_class_f1"
0.0,2.233321538369637e-06,0.013815266617851707,-0.16709515514845097,0.021523178807946852,61774,7660,6804,39,1.0,0.005699254712845244,False,"benign_fpr,tail_f1,protected_class_f1"
0.0,1.737383718136698e-05,0.013833362871405464,-0.1670038335987991,0.021523178807946852,30888,7659,6804,39,1.0,0.005699254712845244,False,"benign_fpr,tail_f1,protected_class_f1"
0.0,0.0001755990961100906,0.013949061318891842,-0.16641038735088476,0.021523178807946852,12354,7648,6802,39,1.0,0.005700920917994445,False,"benign_fpr,tail_f1,protected_class_f1"
0.0,0.7271119654178619,0.08008401920132424,0.00021425057221080568,0.0,6178,6164,5995,4,1.0,0.0006667777962993832,False,protected_class_f1
0.0,0.999933123588562,0.030110998228161323,0.0,0.0,1232,1232,1232,0,1.0,0.0,True,
0.0013682154240086675,0.0,0.013815266617851707,-0.16709515514845097,0.021523178807946852,121212,7660,6804,39,0.9992847555913057,0.005699254712845244,False,"benign_fpr,tail_f1,protected_class_f1"
0.0013682154240086675,7.557536036983947e-07,0.013815266617851707,-0.16709515514845097,0.021523178807946852,111102,7660,6804,39,0.9992847555913057,0.005699254712845244,False,"benign_fpr,tail_f1,protected_class_f1"
0.0013682154240086675,1.2287487152207177e-06,0.013815266617851707,-0.16709515514845097,0.021523178807946852,92662,7660,6804,39,0.9992847555913057,0.005699254712845244,False,"benign_fpr,tail_f1,protected_class_f1"
