tau_pre,tau_post,proposal_rate,accepted,helpful,harmful,harm_frac,benign_fpr_added,net_gain,feasible
-196.3736572265625,0.0,1.0,58536,9758,2162,0.1814,0.057376,627954.4,False
-196.3736572265625,0.25,1.0,55084,9745,1180,0.108,0.026775,621254.4,False
-196.3736572265625,0.5,1.0,53837,9692,1049,0.0977,0.022668,616152.5,False
-196.3736572265625,1.0,1.0,53053,9637,1019,0.0956,0.022072,583982.4,False
-196.3736572265625,2.0,1.0,50398,9451,474,0.0478,0.005299,569738.1,False
-196.3736572265625,4.0,1.0,43948,9370,224,0.0233,0.004295,551383.9,False
-196.3736572265625,8.0,1.0,31211,8344,8,0.001,0.000188,487903.3,False
0.05875830091536011,0.0,0.7,30464,8774,1195,0.1199,0.027246,427839.8,False
0.05875830091536011,0.25,0.7,28473,8761,1164,0.1173,0.026462,420942.4,False
0.05875830091536011,0.5,0.7,27386,8708,1035,0.1062,0.022417,415828.8,False
0.05875830091536011,1.0,0.7,26666,8654,1010,0.1045,0.021978,383696.4,False
0.05875830091536011,2.0,0.7,24351,8469,465,0.052,0.005205,369707.9,False
0.05875830091536011,4.0,0.7,21311,8400,220,0.0255,0.004233,361541.1,False
0.05875830091536011,8.0,0.7,13336,7387,8,0.0011,0.000188,329771.1,False
2.39717435836792,0.0,0.5,19347,6100,1187,0.1629,0.026995,349908.9,False
2.39717435836792,0.25,0.5,18945,6088,1161,0.1602,0.026368,343343.6,False
2.39717435836792,0.5,0.5,18374,6035,1032,0.146,0.022323,338522.0,False
2.39717435836792,1.0,0.5,18071,5982,1007,0.1441,0.021884,306716.4,False
2.39717435836792,2.0,0.5,17190,5802,463,0.0739,0.005142,295005.1,False
2.39717435836792,4.0,0.5,16117,5780,219,0.0365,0.004201,292739.9,False
2.39717435836792,8.0,0.5,10520,5117,7,0.0014,0.000157,274868.1,False
6.664927577972405,0.0,0.4,14938,4752,1148,0.1946,0.026054,304148.8,False
6.664927577972405,0.25,0.4,14582,4740,1126,0.192,0.025553,297698.8,False
6.664927577972405,0.5,0.4,14048,4691,1007,0.1767,0.021822,292939.5,False
6.664927577972405,1.0,0.4,13760,4639,983,0.1748,0.021414,261203.6,False
6.664927577972405,2.0,0.4,12981,4461,452,0.092,0.005048,249669.5,False
6.664927577972405,4.0,0.4,12359,4444,217,0.0466,0.00417,248714.3,False
6.664927577972405,8.0,0.4,8990,3978,7,0.0018,0.000157,243479.1,False
9.272713661193848,0.0,0.35,12464,3967,554,0.1225,0.007525,282456.5,False
9.272713661193848,0.25,0.35,12223,3957,538,0.1197,0.007211,276104.7,False
9.272713661193848,0.5,0.35,11840,3950,525,0.1173,0.006804,271857.1,False
9.272713661193848,1.0,0.35,11557,3898,506,0.1149,0.006521,240114.5,False
9.272713661193848,2.0,0.35,11264,3841,340,0.0813,0.001599,230301.3,False
9.272713661193848,4.0,0.35,10775,3828,116,0.0294,0.001035,229422.1,False
9.272713661193848,8.0,0.35,7878,3400,7,0.0021,0.000157,226113.5,True
24.212850761413566,0.0,0.3,7517,2177,339,0.1347,0.001129,202460.3,False
