method,bucket,rows,accuracy,macro_f1,tail_f1
xgboost_c0,all,4023114,0.9543137480071407,0.6684110475980839,0.4961876123101403
xgboost_c0,seen_same_label,1955922,0.9525119099841405,0.7012505560377084,0.8162543820511315
xgboost_c0,seen_diff_label,48157,0.08760927798658555,0.03583642214557624,0.033238987048400566
xgboost_c0,unseen,2019035,0.9767314583451996,0.7688421304123786,0.46866030355065974
tabpfn_v3,all,4023114,0.9589308182666462,0.6562554923001178,0.47860511675506207
tabpfn_v3,seen_same_label,1955922,0.9569619851916386,0.639378863686719,0.6637281242387396
tabpfn_v3,seen_diff_label,48157,0.13084286811886123,0.05508738314124178,0.0033588998140079112
tabpfn_v3,unseen,2019035,0.9805892418903089,0.792223703330292,0.545834934505199
