cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,12817,0.5342757382224307,1.8389624202396437,0,7,0,49,0,12761,0
1,71918,0.15269979489258784,0.0933590510704247,14992,14993,14999,14950,9766,2218,0
2,380,0.026111769044588156,12.904435450752915,0,0,0,0,0,0,380
