round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.5686,5,,dropped(min-support)
0,1,0.2654,1584,0.3656,kept(prune off)
0,3,0.3872,18014,0.0035,kept(prune off)
0,4,0.7294,107,2.5228,kept(prune off)
