expert,class,rows,mean_gain,frac_positive
1,benign,15000,-0.8382889765835836,0.037066666666666664
1,bot,15000,-0.021641452073352312,0.0006
1,brute_force,15001,-0.15615424848140794,0.0058662755816278915
1,ddos,15001,-0.027525352930872087,0.007132857809479368
1,dos,15003,0.5968327674580921,0.7997733786576018
1,infiltration,15000,1.1054171977775407,0.9355333333333333
1,web_attacks,381,7.828966088262939,0.8110236220472441
2,benign,15000,-0.04981947619072747,0.35073333333333334
2,bot,15000,-0.019802952480244485,0.0
2,brute_force,15001,-0.05140413840421341,0.0012665822278514767
2,ddos,15001,-0.012947379355860548,0.215185654289714
2,dos,15003,0.3822981678058067,0.7563154035859495
2,infiltration,15000,0.009710897539456831,0.5096666666666667
2,web_attacks,381,1.503218003959698,0.5275590551181102
3,benign,15000,-0.28401363303325955,0.19593333333333332
3,bot,15000,0.0015338978280299424,0.9996
3,brute_force,15001,-0.02446945080279329,0.32877808146123594
3,ddos,15001,0.010947414858205383,0.9916005599626692
3,dos,15003,0.572696304610167,0.9854029194161168
3,infiltration,15000,0.9464554053535078,0.9706
3,web_attacks,381,14.692040023805342,0.9921259842519685
