verifier_target,helpful_override,harmful_override,net_correction,override_precision,activation_rate,accepted_rate,eval_rows,override_among_calls,rejected_calls,rejected_call_rate,mean_realized_gain_calls,mean_realized_gain_overrides,prior_beta,prior_T,K_selected,tau_pre,tau_post,block_jaccard_max,gain_corr_max,benign_rows,benign_harmful_override,eval_pos_adv_rows,eval_pos_adv_proposal_recall,eval_pos_adv_proposal_precision,oracle_utility_total,realized_utility_total,oracle_utility_recovery,oracle_gap_recovery,dense_oracle_macro,route_nearest_centroid_macro,route_top1_noverify_macro,oracle_random_bank_macro,oracle_proximity_bank_macro,oracle_regime_random_bank_macro
normgain,14503,214,14289,0.9855,0.3495,0.0037,4023114,0.0107,1391177,0.9893,0.9005,7.5413,0.0,1.25,5,0.8235635608434677,0.25,0.0,0.9916,3502926,214,855425,0.444,0.2701,3050176.5,113663.0,0.0373,0.0586,0.8419,0.605,0.5858,0.828,0.9054,0.8417
