a,b,agreement
global,e1,0.6239
global,e2,0.8482
global,e3,0.8661
global,e4,0.8692
global,e5,0.7308
e1,e2,0.773
e1,e3,0.7557
e1,e4,0.7518
e1,e5,0.5497
e2,e3,0.9779
e2,e4,0.9743
e2,e5,0.5853
e3,e4,0.9695
e3,e5,0.6033
e4,e5,0.6065
