method,rows,balanced_accuracy,macro_auprc,ece_15bin,benign_fpr
racepfn_system,4023114,0.7354,0.7077,0.0189,0.001924
global_tabpfn,4023114,0.7222,0.707,0.0165,0.001863
xgboost,4023114,0.7749,0.7426,0.0055,0.002662
