cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15912,0.6486037217950459,47.45015586939337,0,0,0,0,0,15912,0
1,40311,0.19304980314320963,5.043928610508073,239,0,38556,0,0,1516,0
2,112,0.004879185067603441,2901.859968701552,0,0,0,0,0,0,112
3,405,0.0024729117370944588,6.430973685872944,0,0,0,405,0,0,0
4,1931359,0.01360634737779708,0.007419962096234301,1740753,20642,18633,131268,18784,1279,0
