class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,104154,89621,-14533,3496400,3496186
bot,4,4,0,41415,41415
brute_force,21110,21110,0,115020,115020
ddos,8,10,2,191287,205504
dos,1,1,0,36762,36762
infiltration,4555,4721,166,10083,10353
web_attacks,2079,2155,76,236,252
