round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.6648,14,,dropped(min-support)
0,4,0.344,0,,dropped(min-support)
0,6,0.0461,34,,dropped(min-support)
0,1,0.156,2221,4.6549,kept(prune off)
0,3,0.5245,125,1.805,kept(prune off)
0,5,0.0604,53,0.459,kept(prune off)
0,7,0.0418,645,0.0,kept(prune off)
0,8,0.1545,79465,0.0006,kept(prune off)
