expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9463,271,10582,0.6198,0.5827
2,202121,normgain,0.9165,10050,6828,0.7222,0.2368
3,202121,normgain,0.9573,98,8525,0.6838,0.3574
4,202121,normgain,0.9671,7,6649,0.7524,0.2385
5,202121,normgain,0.9471,561,10133,0.6104,0.9184
