round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.7051,0,,dropped(min-support)
0,3,0.0376,6,,dropped(min-support)
0,4,0.2742,0,,dropped(min-support)
0,6,0.5589,40,,dropped(min-support)
0,2,0.2183,2269,6.0402,kept(prune off)
0,5,0.4435,83276,0.0035,kept(prune off)
0,7,0.2955,86,3.7787,kept(prune off)
0,8,0.7102,260,0.4574,kept(prune off)
