K,beta,tune_expert_balanced_nll
2,0.0,1.467361
2,0.5,2.875148
2,1.0,6.058926
4,0.0,1.164177
4,0.5,2.781861
4,1.0,6.733136
8,0.0,0.915471
8,0.5,2.529089
8,1.0,6.127112
