a,b,agreement
global,e1,0.8165
global,e2,0.9731
global,e3,0.8603
global,e4,0.858
e1,e2,0.7914
e1,e3,0.9556
e1,e4,0.957
e2,e3,0.8352
e2,e4,0.8335
e3,e4,0.9957
