expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15741,12761,15741,0,0,0,0,0,15741,0
2,1909895,12761,186000,140267,0,10844,16478,15504,2907,0
3,252,12761,252,0,0,0,0,0,0,252
4,20646,12761,20646,0,20646,0,0,0,0,0
