class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,29798,29798,0,3497056,3497056
bot,4,4,0,41422,41422
brute_force,21118,21118,0,115020,115020
ddos,278,278,0,263120,263120
dos,5,5,0,38853,38853
infiltration,3248,3248,0,10141,10141
web_attacks,2613,2613,0,438,438
