expert,class,rows,mean_gain,frac_positive
1,benign,2390,39.589278238375535,0.7569037656903765
1,ddos,100000,0.0992285718619301,0.35024
1,dos,100000,0.4373411190393591,0.83286
1,reconnaissance,100000,-0.26082499052163066,0.00174
1,theft,97,6272.061265837988,1.0
2,benign,2390,41.78873374907057,0.9974895397489539
2,ddos,100000,-0.14571888549663847,0.11227
2,dos,100000,-0.07345295151080419,0.13976
2,reconnaissance,100000,-0.026189209044761446,0.00197
2,theft,97,8154.817339851254,1.0
3,benign,2390,41.364406418311205,0.6267782426778242
3,ddos,100000,-0.10767290538863449,0.0598
3,dos,100000,-0.10295467754848062,0.1841
3,reconnaissance,100000,-0.25122445511099395,0.00091
3,theft,97,10567.709823664898,1.0
4,benign,2390,43.02993151083455,0.5326359832635983
4,ddos,100000,-0.06392961318233016,0.05423
4,dos,100000,0.05858399025430019,0.4393
4,reconnaissance,100000,-0.37785836387746763,0.00065
4,theft,97,10262.283957090047,1.0
