class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,analysis,0.9615384615384616,0.09345794392523364,0.17035775127768313,0.24378109452736318,0.18317757009345795,0.20917822838847386,0.03882047711079073
1,backdoor,0.9423076923076923,0.10515021459227468,0.1891891891891892,0.8125,0.11158798283261803,0.19622641509433963,0.007037225905150435
2,dos,0.4814305364511692,0.10700091715071844,0.17508754377188596,0.34304004016568346,0.8355243044940385,0.48638547784303254,0.3112979340711466
3,exploits,0.6264742396027312,0.9066816395283549,0.7409718717019227,0.8754929577464788,0.5235261089275688,0.6552354181307097,-0.08573645357121296
4,fuzzers,0.6913076726994647,0.5592905753763663,0.6183310533515732,0.6657957244655582,0.5780573314085379,0.6188321006733635,0.0005010473217902378
5,generic,0.995343221800621,0.9802955665024631,0.9877620881471972,0.9958556380590572,0.9796161032784101,0.9876691214249015,-9.296672229575087e-05
6,normal,0.8996377366192153,0.9479569892473119,0.9231655278934003,0.9150021710811984,0.9063440860215054,0.9106525496974935,-0.012512978195906799
7,reconnaissance,0.9178723404255319,0.7709077912794854,0.837995337995338,0.8309196234612599,0.820228734810579,0.8255395683453237,-0.01245576965001427
8,shellcode,0.6363636363636364,0.6721854304635762,0.6537842190016103,0.39185393258426965,0.9238410596026491,0.5502958579881657,-0.10348836101344461
9,worms,0.4482758620689655,0.37142857142857144,0.40625,0.3218390804597701,0.8,0.45901639344262296,0.05276639344262296
