class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,analysis,0.11229946524064172,0.22826086956521738,0.15053763440860216,0.136986301369863,0.021739130434782608,0.0375234521575985,-0.11301418225100365
1,backdoor,0.3202247191011236,0.1313364055299539,0.18627450980392157,0.11320754716981132,0.013824884792626729,0.024640657084188913,-0.16163385271973266
2,dos,0.24388379204892965,0.27523727351164795,0.2586137008512363,0.12034448048316743,0.9283865401207938,0.21306930693069306,-0.04554439392054324
3,exploits,0.8127860623062159,0.8724247226624405,0.8415501031873424,0.9230769230769231,0.37654516640253566,0.534894191805493,-0.30665591138184933
4,fuzzers,0.8462909333927378,0.8514119229045272,0.8488437046140096,0.7413168548902621,0.7796952039444195,0.7600218459858001,-0.08882185862820946
5,generic,0.9525471039776692,0.8242753623188406,0.8837811589511169,0.9881204921510395,0.7032004830917874,0.8216616687246427,-0.06211949022647412
6,normal,0.9984422522200629,0.998337849966452,0.9983900483639057,0.9999562498222649,0.9958108590897604,0.9978792492782571,-0.00051079908564855
7,reconnaissance,0.9211868335651368,0.7773865414710485,0.8431996605134734,0.9746136865342163,0.690923317683881,0.8086080586080586,-0.03459160190541477
8,shellcode,0.8328173374613003,0.9438596491228071,0.8848684210526315,0.6675977653631285,0.8385964912280702,0.7433903576982893,-0.1414780633543422
9,worms,0.7,0.6363636363636364,0.6666666666666666,0.1320754716981132,0.21212121212121213,0.16279069767441862,-0.5038759689922481
