expert,class,rows,mean_gain,frac_positive
1,benign,100000,-0.1665279258270179,0.00013
1,bot,31156,0.277726513073988,1.0
1,brute_force,86279,0.8561602035613924,0.9993045816479097
1,ddos,100000,0.040485139028501364,0.99701
1,dos,45446,0.934682013391651,0.9846411125291554
1,infiltration,28224,16.98818483926878,0.9540816326530612
1,web_attacks,381,265.69839989611313,0.8871391076115486
2,benign,100000,0.005400381501960809,0.65878
2,bot,31156,0.20449006617118304,1.0
2,brute_force,86279,-0.8692976816307476,0.3276695371990867
2,ddos,100000,0.022956112784900475,0.95208
2,dos,45446,-0.6588327506915447,0.4750253047572944
2,infiltration,28224,-8.297131296144206,0.11210317460317461
2,web_attacks,381,88.15515915061194,0.5800524934383202
3,benign,100000,-0.06524328069868825,0.00253
3,bot,31156,-0.027947488495494,0.23327769931955322
3,brute_force,86279,0.522701450474505,0.7880248959770049
3,ddos,100000,0.03099284550919806,0.94198
3,dos,45446,1.3031641736666573,0.9647273687453242
3,infiltration,28224,12.655905595894863,0.9430272108843537
3,web_attacks,381,248.36688963326313,0.6509186351706037
4,benign,100000,-0.06333666996998591,0.00589
4,bot,31156,0.10875995103098712,1.0
4,brute_force,86279,0.629142711407068,0.6723304628009134
4,ddos,100000,0.026863646054676775,0.63931
4,dos,45446,1.1823449963081774,0.947960216520706
4,infiltration,28224,13.169368485530942,0.9475977891156463
4,web_attacks,381,242.69408347385473,0.6456692913385826
