expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9637,35,7296,0.8129,0.6691
2,202121,normgain,0.8745,2424,22938,0.8121,0.5909
3,202121,normgain,0.9471,476,10215,0.7918,0.4646
4,202121,normgain,0.9422,693,10983,0.8314,0.4904
