class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3497643,0,0,5283,0
bot,41542,41422,0,0,120,0
brute_force,115040,115020,0,0,20,0
ddos,264872,252311,0,0,12561,0
dos,60594,38871,0,0,21723,0
infiltration,37631,10156,0,0,27475,0
web_attacks,509,473,0,0,36,0
