a,b,agreement
global,e1,0.8097
global,e2,0.9986
global,e3,0.8565
global,e4,0.8553
e1,e2,0.8087
e1,e3,0.9523
e1,e4,0.9535
e2,e3,0.8555
e2,e4,0.8544
e3,e4,0.994
