class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,40415,40415,0,3497643,3497643
bot,4,4,0,41422,41422
brute_force,21110,21110,0,115020,115020
ddos,146,146,0,252311,252311
dos,11,11,0,38871,38871
infiltration,2551,2551,0,10156,10156
web_attacks,2981,2981,0,473,473
