split,model,class,precision,recall,f1,support,helpful,harmful
cal,expert4,bot,0.998517568812853,0.9999197560584175,0.9992181705190145,24924,0,0
cal,expert4,brute_force,1.0,1.0,1.0,22617,0,0
cal,expert4,ddos,0.999980000399992,1.0,0.999990000099999,50000,20,0
cal,expert4,dos,0.9999577863143231,0.9999155761924863,0.9999366808079528,23690,0,0
cal,expert4,infiltration,0.29137945706748364,0.724502750740584,0.41560963767676157,4726,2541,3
cal,expert4,web_attacks,0.24686192468619247,0.5042735042735043,0.33146067415730335,117,4,0
cal,expert5,benign,0.9753704060034636,0.81104,0.8856468943828077,50000,5,9143
cal,expert5,bot,0.9984376877779113,1.0,0.999218233207048,24924,2,0
cal,expert5,brute_force,1.0,1.0,1.0,22617,0,0
cal,expert5,ddos,0.9999799939981995,0.99968,0.9998299744961744,50000,6,2
cal,expert5,dos,0.999578041267564,0.9999577880962431,0.9997678786216211,23690,1,0
cal,expert5,infiltration,0.28822754398201966,0.786923402454507,0.42191842985989,4726,2838,5
cal,expert5,web_attacks,0.17522658610271905,0.49572649572649574,0.25892857142857145,117,3,0
cal,expert6,benign,0.9837843882800268,0.70376,0.8205391288126108,50000,11,14513
cal,expert6,bot,0.9987976915678102,0.9999197560584175,0.9993584088539578,24924,0,0
cal,expert6,brute_force,1.0,1.0,1.0,22617,0,0
cal,expert6,ddos,0.999980000399992,1.0,0.999990000099999,50000,20,0
cal,expert6,dos,0.9999577774024658,0.999704516673702,0.9998311310001267,23690,0,5
cal,expert6,infiltration,0.2215552958674174,0.8825645366060093,0.354194972826087,4726,3292,7
cal,expert6,web_attacks,0.25663716814159293,0.49572649572649574,0.33819241982507287,117,3,0
cal,expert7,benign,0.9685714968571497,0.81052,0.8825252338280288,50000,16,9180
cal,expert7,bot,0.9988377219349925,0.9999197560584175,0.9993784461152883,24924,0,0
cal,expert7,brute_force,1.0,1.0,1.0,22617,0,0
cal,expert7,ddos,0.999980000399992,1.0,0.999990000099999,50000,20,0
cal,expert7,dos,1.0,0.999704516673702,0.9998522365060266,23690,0,5
cal,expert7,infiltration,0.2707073879249431,0.7295810410495134,0.39489205749298517,4726,2571,9
cal,expert7,web_attacks,0.2336065573770492,0.48717948717948717,0.3157894736842105,117,2,0
cal,expert8,benign,0.9700853684636055,0.8159,0.8863372187761398,50000,70,8965
cal,expert8,bot,0.998517568812853,0.9999197560584175,0.9992181705190145,24924,0,0
cal,expert8,brute_force,1.0,1.0,1.0,22617,0,0
cal,expert8,ddos,0.999980000399992,1.0,0.999990000099999,50000,20,0
cal,expert8,dos,0.9999577863143231,0.9999155761924863,0.9999366808079528,23690,0,0
cal,expert8,infiltration,0.28013515637278014,0.7543377063055438,0.40854916341966535,4726,2681,2
cal,expert8,web_attacks,0.8275862068965517,0.20512820512820512,0.3287671232876712,117,0,31
eval,global,benign,0.9972900902801056,0.9983681490443982,0.9978288284774497,2652203,0,0
eval,global,bot,0.9998792270531401,0.9964614125463387,0.9981673940826119,41542,0,0
eval,global,brute_force,1.0,0.9994694397283531,0.9997346494719525,37696,0,0
eval,global,ddos,0.9999656785914494,0.9982412060301508,0.9991026981922512,262680,0,0
eval,global,dos,0.9996913580246913,0.9844236760124611,0.991998774932047,39483,0,0
eval,global,infiltration,0.409070498428379,0.3126286890871654,0.35440575763470145,8742,0,0
eval,global,web_attacks,0.20593692022263452,0.8740157480314961,0.3333333333333333,127,0,0
eval,expert1,benign,0.9990376273748985,0.8102185239968434,0.8947752271067846,2652203,172,499183
eval,expert1,bot,0.9901714613673864,0.9967262048047759,0.9934380210895044,41542,13,2
eval,expert1,brute_force,1.0,0.9994694397283531,0.9997346494719525,37696,0,0
eval,expert1,ddos,0.9999695228806973,0.9992538449824881,0.9996115558331365,262680,269,3
eval,expert1,dos,0.9833501768569984,0.9857660258845579,0.9845566194047785,39483,53,0
eval,expert1,infiltration,0.013761365639748481,0.7768245252802563,0.027043655731992633,8742,4083,25
eval,expert1,web_attacks,0.007640531198835728,0.9921259842519685,0.015164279696714406,127,15,0
eval,expert2,benign,0.9952797576822169,0.999808084071996,0.997538781820203,2652203,3898,79
eval,expert2,bot,0.9998549708733171,0.9957392518415098,0.9977928672222691,41542,0,30
eval,expert2,brute_force,1.0,0.9994694397283531,0.9997346494719525,37696,0,0
eval,expert2,ddos,0.9999883918898004,0.9838472666362114,0.9918521645686215,262680,0,3781
eval,expert2,dos,0.9998970981683474,0.9844236760124611,0.9921000574309233,39483,0,0
eval,expert2,infiltration,0.8330838323353293,0.12731640356897736,0.22087715816630285,8742,0,1620
eval,expert2,web_attacks,0.2263779527559055,0.905511811023622,0.36220472440944884,127,5,1
eval,expert3,benign,0.99883451796648,0.8259277287598272,0.9041891636140439,2652203,490,457837
eval,expert3,bot,0.9985293763109043,0.9970150690867075,0.9977716481372183,41542,23,0
eval,expert3,brute_force,1.0,0.9994694397283531,0.9997346494719525,37696,0,0
eval,expert3,ddos,0.9999428995603266,1.0,0.999971448965025,262680,462,0
eval,expert3,dos,0.9993315679872484,0.984499658080693,0.9918601684103088,39483,3,0
eval,expert3,infiltration,0.013328777955408867,0.7095630290551361,0.026166040250903768,8742,3489,19
eval,expert3,web_attacks,0.03713934929404543,0.952755905511811,0.07149187592319055,127,10,0
eval,expert4,benign,0.9988548441828919,0.8235033291192265,0.9027427226350307,2652203,232,464009
eval,expert4,bot,0.9988893181379177,0.9958596119589813,0.9973721642276815,41542,2,27
eval,expert4,brute_force,1.0,0.9994694397283531,0.9997346494719525,37696,0,0
eval,expert4,ddos,0.99990483622314,1.0,0.9999524158474262,262680,462,0
eval,expert4,dos,0.998253678830992,0.984499658080693,0.9913289638111754,39483,3,0
eval,expert4,infiltration,0.013293029585522871,0.7173415694349119,0.026102357370450767,8742,3556,18
eval,expert4,web_attacks,0.03605200945626478,0.9606299212598425,0.06949587012247223,127,11,0
eval,expert5,benign,0.9989369810819768,0.811382839096404,0.8954443460811473,2652203,390,496313
eval,expert5,bot,0.9976634388399094,0.9969909970632131,0.9973271046041225,41542,22,0
eval,expert5,brute_force,1.0,0.9994694397283531,0.9997346494719525,37696,0,0
eval,expert5,ddos,0.999927432168174,0.9966689508146794,0.9982955325412199,262680,109,522
eval,expert5,dos,0.9916936326343415,0.9857660258845579,0.9887209450019052,39483,53,0
eval,expert5,infiltration,0.01376952075380065,0.7913520933424846,0.027068057501036864,8742,4194,9
eval,expert5,web_attacks,0.021418286537077034,0.937007874015748,0.041879289107865564,127,11,3
eval,expert6,benign,0.9993494679732241,0.6950614262935378,0.8198829090693991,2652203,424,804855
eval,expert6,bot,0.9989374803796093,0.9957873958884984,0.9973599508155221,41542,1,29
eval,expert6,brute_force,1.0,0.9994694397283531,0.9997346494719525,37696,0,0
eval,expert6,ddos,0.999961931156303,0.9999695446931628,0.9999657379102409,262680,454,0
eval,expert6,dos,0.9965886064585631,0.9840690930273789,0.9902892825283548,39483,3,17
eval,expert6,infiltration,0.009283205335017317,0.8643331045527339,0.018369120623324846,8742,4827,4
eval,expert6,web_attacks,0.038977635782747606,0.9606299212598425,0.07491556647221369,127,11,0
eval,expert7,benign,0.9984854190084114,0.8068466101576689,0.8924946354504449,2652203,651,508605
eval,expert7,bot,0.9990337697473308,0.9955707476770498,0.9972992524716663,41542,1,38
eval,expert7,brute_force,1.0,0.9994694397283531,0.9997346494719525,37696,0,0
eval,expert7,ddos,0.9999809590543505,0.9996459570580174,0.9998134299943648,262680,370,1
eval,expert7,dos,0.9998971457958344,0.9848795684218524,0.9923315427506922,39483,51,33
eval,expert7,infiltration,0.011946908676624693,0.7029283916723862,0.02349450679696655,8742,3430,18
eval,expert7,web_attacks,0.027556365292644044,0.952755905511811,0.053563523683045594,127,11,1
eval,expert8,benign,0.9985557948154052,0.8128544459077982,0.8961862962402539,2652203,466,492486
eval,expert8,bot,0.9986482898452774,0.9959318280294641,0.9972882091333116,41542,7,29
eval,expert8,brute_force,1.0,0.9994694397283531,0.9997346494719525,37696,0,0
eval,expert8,ddos,0.9999124486587515,1.0,0.9999562224129825,262680,462,0
eval,expert8,dos,0.9995885514439273,0.984499658080693,0.9919867296159245,39483,3,0
eval,expert8,infiltration,0.012999695692557992,0.747654998856097,0.02555505813032845,8742,3817,14
eval,expert8,web_attacks,0.5833333333333334,0.11023622047244094,0.18543046357615894,127,0,97
