class_name,alpha,fire_rate_all,fire_rate_true,mean_conf_all,mean_conf_true
bot,0.1,0.007073975439892415,0.9949109414758269,0.032718297094106674,0.9688966274261475
web-attack-�-brute-force,0.3,0.0008464737036493797,0.9900332225913622,0.0017041538376361132,0.9771204590797424
web-attack-�-xss,0.9,0.002003969060414189,0.9615384615384616,0.023216960951685905,0.8965030908584595
