class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,81313,76671,-4642,3497963,3497963
bot,4,4,0,41415,41415
brute_force,21118,21118,0,115020,115020
ddos,152,152,0,211601,216213
dos,12,12,0,38863,38863
infiltration,2067,2067,0,10065,10103
web_attacks,3051,3043,-8,470,470
