cal_rows,cal_rows_used,delta,verifier_alpha,verifier_target,q_corr,lower_bound_coverage_cal_insample,target_coverage,tau_pre,tau_post,cal_benign_fpr0
234163,116295,0.1,0.25,normgain,0.0003,0.9042,0.9,0.9719058871269226,0.0,0.006295
