K,beta,tune_expert_balanced_nll
2,0.0,1.472496
2,0.5,2.580857
2,1.0,5.07968
4,0.0,1.052004
4,0.5,2.239489
4,1.0,5.11742
8,0.0,0.896395
8,0.5,2.210612
8,1.0,5.147607
