expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15727,12761,15727,0,0,0,0,0,15727,0
2,1929407,12761,186000,157977,12278,559,7331,4947,2908,0
3,252,12761,252,0,0,0,0,0,0,252
4,427,12761,427,0,0,0,427,0,0,0
