expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9179,9419,7168,0.6886,0.697
2,202121,normgain,0.936,3301,9625,0.6283,0.7521
3,202121,normgain,0.927,8566,6190,0.7582,0.4311
4,202121,normgain,0.926,8963,5992,0.7575,0.4363
