a,b,agreement
global,e1,0.809
global,e2,0.9947
global,e3,0.8563
global,e4,0.8538
e1,e2,0.804
e1,e3,0.9519
e1,e4,0.9545
e2,e3,0.8513
e2,e4,0.8488
e3,e4,0.9906
