expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9146,72,17198,0.7258,0.6656
2,202121,normgain,0.89,330,21899,0.7916,0.8621
3,202121,normgain,0.9481,185,10299,0.8022,0.4818
