K,beta,tune_expert_balanced_nll
2,0.0,1.78398
2,0.5,3.49411
2,1.0,7.00309
4,0.0,1.199422
4,0.5,2.85382
4,1.0,6.625786
8,0.0,1.045913
8,0.5,2.737896
8,1.0,6.272815
