class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3497349,0,162,5415,0
bot,41542,41417,0,0,125,0
brute_force,115040,115020,0,0,20,0
ddos,264872,264857,0,0,15,0
dos,60594,38855,0,0,21739,0
infiltration,37631,10166,98,0,27367,0
web_attacks,509,443,0,0,66,0
