class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,27970,27872,-98,3497511,3497349
bot,4,4,0,41417,41417
brute_force,21110,21110,0,115020,115020
ddos,148,148,0,264857,264857
dos,4,4,0,38855,38855
infiltration,2941,3103,162,10166,10264
web_attacks,2668,2668,0,443,443
