run,class,rows,proposed,accepted,g_ok_f_ok,helpful,harmful,wrong_wrong,wrong_wrong_changed,net_correction,net_per_1M,harmful_rate_of_correct,harmful_rate_lo,harmful_rate_hi,override_precision,override_prec_lo,override_prec_hi,acc_global_on_proposed,acc_final_on_proposed,acc_global_on_accepted,acc_final_on_accepted
20260901_122758_nfv3_cic2018_exp25_dump,benign,3502926,220760,2279,3492682,0,1130,9114,0,-1130,-322.587,0.00032343,0.00030512,0.00034284,0.0,0.0,0.003388,0.991937,0.986818,0.8767,0.380869
20260901_122758_nfv3_cic2018_exp25_dump,bot,41542,8387,0,41415,0,0,127,0,0,0.0,0.0,0.0,9.275e-05,0.0,0.0,0.793451,1.0,1.0,,
20260901_122758_nfv3_cic2018_exp25_dump,brute_force,115040,37696,1000,77344,0,0,37696,1000,0,0.0,0.0,0.0,4.966e-05,0.0,0.0,0.793451,0.0,0.0,0.0,0.0
20260901_122758_nfv3_cic2018_exp25_dump,ddos,264872,111130,492,214817,239,2,49814,1,237,894.772,9.31e-06,2.55e-06,3.395e-05,0.991701,0.970252,0.997721,0.86433,0.866463,0.286585,0.768293
20260901_122758_nfv3_cic2018_exp25_dump,dos,60594,10788,10353,19081,1175,0,40338,8693,1175,19391.359,0.0,0.0,0.00020128,1.0,0.996741,1.0,0.032722,0.141639,0.033807,0.1473
20260901_122758_nfv3_cic2018_exp25_dump,infiltration,37631,14745,8354,12026,28,0,25577,6,28,744.067,0.0,0.0,0.00031933,1.0,0.879357,1.0,0.689047,0.690946,0.99593,0.999282
20260901_122758_nfv3_cic2018_exp25_dump,web_attacks,509,215,32,229,29,0,251,2,29,56974.46,0.0,0.0,0.01649817,1.0,0.88303,1.0,0.023256,0.15814,0.03125,0.9375
20260901_122758_nfv3_cic2018_exp25_dump,ALL,4023114,403721,22510,3857594,1471,1132,162917,9702,339,84.263,0.00029336,0.00027676,0.00031095,0.565117,0.545991,0.584052,0.82715,0.82799,0.480231,0.495291
