class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3492682,0,1130,9114,0
bot,41542,41415,0,0,127,0
brute_force,115040,77344,0,0,37696,1000
ddos,264872,214817,239,2,49814,1
dos,60594,19081,1175,0,40338,8693
infiltration,37631,12026,28,0,25577,6
web_attacks,509,229,29,0,251,2
