class,rows,weight,mean_residual,clipped_rows
benign,15000,0.8607547619047619,0.07732334212191125,0
bot,15000,0.8607547619047619,0.0018533658783647623,0
brute_force,14999,0.8607691080565628,0.0006727933324127453,0
ddos,14999,0.8607691080565628,0.000917593487605723,0
dos,14997,0.8607978017948517,2.7037702590762485,0
infiltration,15000,0.8607547619047619,1.588082190412377,0
web_attacks,380,33.93251360991177,54.559462960344035,215
