class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,14528,14528,0,19856,19856
bot,1,1,0,19932,19932
brute_force,6982,6982,0,19998,19998
ddos,6,6,0,19669,19669
dos,0,0,0,12840,12840
infiltration,222,222,0,6154,6154
web_attacks,63,63,0,267,267
