expert,class,rows,mean_delta,frac_positive
1,benign,100000,-0.21393956218086393,0.01105
1,bot,31156,0.2611468376360464,1.0
1,brute_force,86279,56.09367981254937,1.0
1,ddos,100000,0.0371111553188694,0.99156
1,dos,45446,15.42316589047947,0.791422787484047
1,infiltration,28224,27.09150797033867,0.9012896825396826
1,web_attacks,381,609.6036625578474,0.9002624671916011
2,benign,100000,-0.001370921046087813,0.44136
2,bot,31156,0.26040161285227975,1.0
2,brute_force,86279,3.9024101328636056,1.0
2,ddos,100000,0.03146929529290554,0.9504
2,dos,45446,32.95584260720971,0.9948510319940149
2,infiltration,28224,0.6950262714729667,0.40681689342403626
2,web_attacks,381,678.9619094385582,0.994750656167979
3,benign,100000,-0.007237214807934963,0.38112
3,bot,31156,0.25463403548100383,1.0
3,brute_force,86279,4.394622229909188,1.0
3,ddos,100000,0.029986154451076007,0.92913
3,dos,45446,32.4281332977117,0.9640892487787704
3,infiltration,28224,5.799516508137202,0.8228812358276644
3,web_attacks,381,597.2184035195526,0.952755905511811
4,benign,100000,0.001570424021858563,0.64753
4,bot,31156,0.18412243523468008,0.9992296828861215
4,brute_force,86279,5.3956791624627085,1.0
4,ddos,100000,0.035342491853878805,0.98488
4,dos,45446,14.238076220433113,0.8798574131936804
4,infiltration,28224,-10.308795447856275,0.14664824263038548
4,web_attacks,381,486.6035295186528,0.979002624671916
