cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,28069,0.6850269188606412,26.12075976661972,0,12,0,0,10525,17282,250
1,1971931,0.3149730811393589,0.14805727917678982,1741406,20639,57189,131673,19597,1425,2
