K,beta,tune_expert_balanced_nll
2,0.0,1.862783
2,0.5,3.854949
2,1.0,7.601706
4,0.0,1.30403
4,0.5,2.864513
4,1.0,6.022704
8,0.0,0.893748
8,0.5,2.303548
8,1.0,5.272691
