class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,64812,64812,0,3494654,3494654
bot,4,4,0,41418,41418
brute_force,21110,21110,0,115020,115020
ddos,324,324,0,236214,236214
dos,226,226,0,38868,38868
infiltration,2514,2514,0,1921,1921
web_attacks,5560,5560,0,469,469
