class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3494654,0,0,8272,0
bot,41542,41418,0,0,124,0
brute_force,115040,115020,0,0,20,0
ddos,264872,236214,0,0,28658,0
dos,60594,38868,0,0,21726,0
infiltration,37631,1921,0,0,35710,0
web_attacks,509,469,0,0,40,0
