tau_pre,tau_post,helpful,harmful,accepted,net_gain,feasible,reason
7.03007826814428e-05,0.0,10274,14,137843,379740.22974566143,False,"proposal,benign_fpr"
7.03007826814428e-05,0.25,9706,2,12302,334023.90286941605,False,"proposal,benign_fpr"
7.03007826814428e-05,0.5,5690,0,6438,280069.0366701448,False,proposal
7.03007826814428e-05,1.0,1657,0,2217,119013.12994735592,False,proposal
7.03007826814428e-05,2.0,60,0,62,3926.1161415983324,False,"proposal,accepted_support"
7.03007826814428e-05,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
7.03007826814428e-05,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.04636277072131634,0.0,8879,14,103230,274014.3024447795,False,"proposal,benign_fpr"
0.04636277072131634,0.25,8325,2,9583,234309.13182871707,False,"proposal,benign_fpr"
0.04636277072131634,0.5,4345,0,4489,183749.58301415917,False,proposal
0.04636277072131634,1.0,662,0,710,41734.48934880209,False,proposal
0.04636277072131634,2.0,7,0,7,515.7592749525073,False,"proposal,accepted_support,decided_support"
0.04636277072131634,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.04636277072131634,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.3383091688156128,0.0,7576,5,80573,202543.1787565221,False,"proposal,benign_fpr"
0.3383091688156128,0.25,7099,1,7871,172951.91993933253,False,"proposal,benign_fpr"
0.3383091688156128,0.5,3216,0,3292,124970.85915637507,False,proposal
0.3383091688156128,1.0,194,0,211,13823.439814948015,False,proposal
0.3383091688156128,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.3383091688156128,4.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.3383091688156128,8.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
0.5660949349403381,0.0,6805,2,66298,164222.83438137436,False,"proposal,benign_fpr"
0.5660949349403381,0.25,6407,0,7095,140039.73167041584,False,proposal
0.5660949349403381,0.5,2655,0,2702,95869.6871393015,False,proposal
0.5660949349403381,1.0,103,0,107,7487.388463084248,False,"proposal,accepted_support"
0.5660949349403381,2.0,0,0,0,0.0,False,"proposal,accepted_support,decided_support"
