beta,T,tune_balanced_nll
0.0,0.8,12.533615
0.0,1.0,10.164541
0.0,1.25,8.382775
0.5,0.8,17.383468
0.5,1.0,14.040741
0.5,1.25,11.472007
1.0,0.8,22.618256
1.0,1.0,18.264985
1.0,1.25,14.889867
