beta,T,tune_balanced_nll
0.0,0.8,4.758962
0.0,1.0,4.134936
0.0,1.25,3.727982
0.5,0.8,8.897665
0.5,1.0,7.404396
0.5,1.25,6.314638
1.0,0.8,14.73668
1.0,1.0,12.003727
1.0,1.25,9.923317
