beta,T,tune_balanced_nll
0.0,0.8,1.643589
0.0,1.0,1.613922
0.0,1.25,1.686103
0.5,0.8,7.79914
0.5,1.0,6.58377
0.5,1.25,5.711632
1.0,0.8,22.085057
1.0,1.0,17.798314
1.0,1.25,14.458733
